Age;Title;Country;Ordered Quantity; Ordered Value ; Returned Value ; Average Order Quantitiy ; Average Order Value ;
;Misses;Germany;137;8427.83;3928.46;2.76;127.69;
66;Misses;;137;171.23;6392.16;2.76;152.59;
;Misses;Germany;137;1391.10;438.40;2.45;185.55;
;Misses;Germany;137;8547.40;4953.71;2.36;147.36;
;Misses;Germany;137;1121.61;577.34;2.54;187.44;
33;Misses;Germany;136;2478.78;1458.72;8.50;154.92;
42;Misses;Austria;136;7597.39;4535.68;3.24;18.89;
;Misses;Germany;136;1931.72;5752.92;2.16;173.52;
51;Misses;Germany;136;4745.86;2592.23;3.58;124.89;
55;Misses;Austria;136;9491.55;4312.34;2.27;158.19;
31;Mister;Austria;136;5881.96;3287.70;2.96;127.87;
3;Mister;;136;72.82;23.74;2.00;13.25;
43;Misses;Germany;136;5352.72;47.94;7.56;297.37;
33;Misses;Austria;136;6525.92;312.62;2.67;127.96;
42;Misses;Austria;136;7126.60;4438.58;3.40;178.15;
;Misses;Germany;136;1129.14;5336.10;1.77;146.63;
;Misses;Germany;136;898.88;4997.40;2.43;16.37;
35;Misses;Austria;136;6786.55;2766.10;2.67;133.70;
43;Misses;Austria;135;7967.97;2718.90;3.00;177.66;
42;Misses;Germany;135;8635.65;7652.90;3.98;253.99;
;Misses;Germany;135;9827.87;456.28;3.46;252.00;
;Misses;Germany;135;9793.40;4818.11;1.99;144.15;
;Misses;Germany;135;9418.58;4853.12;2.18;151.91;
;Misses;Germany;135;9621.36;398.33;2.45;174.93;
;Misses;Germany;135;9268.39;3927.90;2.50;171.64;
;Misses;Germany;135;73.60;365.27;2.93;152.84;
;Misses;Germany;135;6967.14;339.42;2.42;124.41;
;Misses;Germany;135;8665.90;3754.22;1.99;127.43;
;Misses;Germany;135;6858.00;3722.56;2.87;145.91;
38;Misses;Germany;135;7357.64;4925.78;7.94;432.82;
;Misses;Germany;134;1976.56;4552.32;2.23;182.94;
41;Misses;Austria;134;6884.17;4332.78;4.79;245.86;
;Misses;Germany;134;8654.78;4228.35;2.62;133.15;
;Misses;Germany;134;7674.53;4257.32;2.68;153.50;
29;Mister;;134;11211.84;654.45;2.98;249.15;
;Misses;Germany;134;892.40;7149.85;3.83;254.34;
42;Misses;Austria;134;8642.20;3915.98;3.35;216.55;
38;Misses;Austria;134;5986.61;3657.18;4.47;199.55;
;Misses;Germany;134;12156.44;6278.82;1.94;176.18;
;Misses;Germany;134;861.32;4425.32;2.62;124.24;
;Misses;Germany;134;1143.40;4736.20;2.53;28.36;
28;Misses;Germany;134;1757.25;2665.59;2.68;215.15;
37;Misses;Austria;134;585.45;2696.59;3.19;139.30;
;Misses;Germany;134;6462.91;3563.89;2.27;19.55;
37;Misses;Austria;134;7853.40;3563.25;2.31;135.43;
;Misses;Germany;134;11933.35;4415.66;2.16;192.47;
;Misses;Germany;134;9629.42;5492.74;2.91;29.34;
;Misses;Germany;134;7544.20;4391.33;2.20;123.67;
;Misses;Germany;134;8316.12;2533.38;2.23;138.62;
;Misses;Germany;134;611.27;2743.81;2.79;127.30;
41;Misses;Germany;134;9164.86;3752.61;13.40;916.49;
;Misses;Germany;134;633.61;2193.23;2.63;118.37;
;Misses;Germany;134;6499.85;2925.46;2.63;127.45;
39;Misses;Austria;134;826.61;559.80;3.12;192.17;
29;Misses;Germany;134;388.63;323.79;9.57;277.19;
36;Misses;Austria;134;816.27;4446.44;3.45;184.23;
;Misses;Germany;134;7641.54;3897.60;2.91;166.12;
38;Misses;Austria;134;1467.93;6418.51;2.33;158.65;
;Misses;Germany;134;818.94;432.17;1.84;111.81;
;Misses;Germany;133;7957.62;461.33;1.75;12.28;
;Misses;Germany;133;144.14;4949.99;1.93;15.78;
;Misses;Germany;133;11148.28;6854.72;3.23;253.37;
23;Misses;;133;9574.94;5441.12;1.80;129.39;
34;Mister;Germany;133;3754.99;274.43;5.78;163.26;
31;Misses;Austria;133;7475.19;314.30;2.59;141.41;
;Misses;Germany;133;972.34;4491.63;1.85;134.75;
;Misses;Germany;133;1138.26;6273.38;2.33;177.86;
38;Mister;Germany;133;5651.88;2733.83;26.60;113.38;
55;Misses;Austria;133;6959.86;3279.50;2.71;142.38;
;Misses;Germany;133;9261.23;5318.95;1.93;134.23;
;Misses;Germany;133;8461.70;178.80;2.83;18.23;
55;Misses;Germany;132;7812.88;5541.34;6.95;411.24;
;Misses;Germany;132;1428.66;717.76;2.32;182.96;
;Misses;Germany;132;775.12;3984.48;2.13;124.28;
43;Misses;Germany;132;8175.98;4842.77;3.47;215.16;
58;Misses;Germany;132;8539.37;4833.23;3.00;194.77;
;Misses;Poland;132;682.11;25.47;1.65;85.25;
;Misses;Germany;132;945.87;5959.50;2.44;175.16;
;Misses;Germany;132;157.36;542.45;1.94;147.92;
36;Misses;Austria;132;6464.30;33.83;3.38;165.75;
;Misses;Germany;132;6538.96;2172.52;1.89;93.41;
;Misses;Germany;132;8167.16;3763.21;2.63;127.61;
39;Mister;Germany;132;882.80;4954.71;1.52;92.90;
;Misses;Germany;132;9925.22;678.00;2.32;174.13;
;Misses;Germany;132;6284.48;2497.36;2.40;114.26;
;Misses;Germany;131;5416.98;33.80;3.74;154.78;
42;Misses;;131;1179.10;542.30;2.15;166.87;
57;Misses;;131;7899.23;2795.23;2.47;149.43;
;Misses;Germany;131;9888.67;4839.30;2.30;173.49;
;Misses;Germany;131;11472.15;5115.43;1.98;173.82;
;Misses;Germany;131;12547.46;7251.75;2.15;25.70;
;Misses;Germany;131;6276.28;2619.42;3.36;16.93;
45;Misses;Austria;131;8166.77;4999.82;3.36;29.44;
;Misses;Germany;131;8491.58;3195.70;1.87;121.38;
;Misses;Germany;131;9973.10;3863.86;2.34;178.92;
;Misses;Germany;13;153.25;5163.64;2.23;178.48;
;Misses;Germany;13;699.26;3629.44;3.94;29.37;
43;Misses;Germany;13;971.46;746.37;5.00;373.13;
;Misses;Germany;13;1298.50;5171.29;2.36;187.25;
;Misses;Germany;13;8437.50;5152.77;2.95;191.75;
;Misses;Germany;13;11412.69;5918.45;2.45;215.33;
;Misses;Germany;13;7785.10;3365.75;1.97;117.96;
26;Misses;Austria;13;7864.77;2612.66;3.23;182.92;
;Misses;Germany;13;7747.64;2395.91;2.31;121.57;
;Misses;Germany;13;7189.58;3233.47;2.31;112.34;
;Misses;Germany;13;4896.57;2964.18;4.33;163.22;
22;Misses;;13;6714.38;1241.80;1.30;67.14;
;Misses;Germany;13;941.68;4167.93;2.78;195.87;
33;Misses;Austria;13;81.90;3465.18;2.36;147.29;
;Misses;Germany;13;7615.68;3298.24;2.55;149.33;
32;Misses;Austria;13;8536.76;4311.68;3.23;198.53;
31;Misses;Austria;13;9731.70;3816.42;2.55;19.85;
39;Misses;Austria;129;5146.20;2341.64;4.16;166.65;
41;Misses;Austria;129;934.70;4213.90;2.63;184.37;
;Misses;Germany;129;195.71;515.96;3.15;246.24;
25;Misses;Germany;129;9695.50;6968.43;5.69;421.52;
;Misses;Germany;129;1556.19;7567.33;2.43;284.80;
;Misses;Germany;129;9698.94;2849.62;2.15;161.65;
;Misses;Germany;129;7721.18;4994.30;2.19;13.87;
35;Misses;Austria;129;7418.27;449.59;3.58;26.64;
62;Misses;Germany;129;8482.56;5227.33;9.21;65.90;
38;Misses;Germany;129;4697.88;2731.51;4.96;18.69;
;Misses;Germany;129;17.71;3597.58;2.49;193.67;
36;Misses;;129;959.79;4352.87;2.34;169.82;
;Misses;Germany;129;6811.24;3922.99;2.87;151.37;
;Misses;Germany;129;7744.23;493.10;2.63;158.46;
52;Misses;Germany;129;11165.94;857.11;3.58;31.17;
42;Misses;Germany;129;14818.44;182.22;3.23;37.46;
;Misses;Germany;129;7454.51;2745.38;2.58;149.92;
;Misses;Germany;128;8637.78;3938.10;2.33;157.55;
;Misses;Germany;128;1421.19;4184.55;1.83;148.87;
;Misses;Germany;128;1426.21;5196.52;2.25;182.92;
39;Misses;Austria;128;138.80;8885.11;4.00;46.53;
41;Misses;Austria;128;7183.53;3139.34;3.56;199.54;
;Misses;Germany;128;8923.35;475.46;3.28;228.84;
;Misses;Germany;128;11293.75;6393.33;2.27;194.72;
49;Misses;Austria;128;771.94;377.81;2.84;171.15;
;Misses;Germany;128;7435.30;2694.72;2.13;123.92;
;Misses;Germany;128;8234.75;363.00;2.29;147.49;
59;Misses;Austria;128;4232.40;172.28;2.61;86.38;
;Misses;Germany;128;916.66;387.70;2.17;154.35;
3;Misses;Austria;128;1114.11;5832.12;2.27;191.45;
;Misses;Germany;128;856.72;3649.51;2.00;132.92;
58;Misses;;128;8277.88;2534.17;1.39;89.98;
;Misses;Germany;128;8322.21;3564.56;2.46;16.43;
57;Misses;Germany;128;5832.30;3115.65;7.11;324.17;
34;Misses;Austria;128;542.00;1347.93;4.13;174.26;
;Misses;Germany;128;769.50;452.64;2.17;128.97;
;Misses;Germany;127;842.95;2514.66;2.15;142.73;
39;Misses;Netherlands;127;5354.73;219.84;2.27;95.62;
44;Misses;Austria;127;999.19;342.61;3.98;221.93;
35;Misses;Austria;127;6436.55;3345.54;3.98;156.99;
;Misses;Germany;127;6167.38;2618.76;2.95;143.43;
;Misses;Germany;127;836.24;3771.23;1.95;127.79;
;Misses;Germany;127;9484.95;5427.57;2.44;182.43;
;Misses;Germany;127;846.78;3761.48;1.95;13.17;
;Misses;Germany;127;5867.51;2937.56;2.54;117.35;
;Misses;Germany;127;927.40;5238.54;1.85;134.35;
54;Misses;Germany;127;12657.72;5697.98;1.58;154.81;
;Misses;Germany;127;4547.13;274.26;7.48;267.48;
34;Misses;Germany;127;18459.77;786.69;14.11;251.86;
52;Misses;Austria;127;791.85;424.19;2.89;179.59;
;Misses;Germany;127;6484.59;1962.70;1.72;87.63;
35;Misses;Austria;127;9649.86;4917.13;3.43;26.87;
;Misses;Germany;127;6916.45;3392.40;2.54;138.33;
47;Misses;Germany;127;947.94;43.95;2.59;192.00;
;Misses;Germany;127;5963.94;1712.47;2.40;112.53;
34;Misses;;126;1142.40;4312.58;1.94;175.69;
38;Misses;Germany;126;4739.59;3186.25;7.88;296.22;
;Misses;Germany;126;6455.49;3762.10;3.32;169.88;
;Misses;Germany;126;9426.68;4174.99;2.66;154.54;
;Misses;Germany;126;933.74;3759.70;2.66;148.95;
23;Misses;Germany;126;3979.14;2836.50;1.50;331.60;
;Misses;Germany;126;1561.90;4158.58;1.80;15.87;
;Misses;Germany;126;862.40;3612.56;2.30;156.73;
;Misses;Germany;126;6264.33;1557.61;2.38;118.19;
;Misses;Germany;126;6312.82;3178.33;1.94;97.12;
;Misses;Germany;126;146.22;329.27;1.83;145.60;
;Misses;Germany;126;6798.74;3321.55;2.93;158.11;
;Misses;Germany;126;7594.75;4732.30;3.50;21.97;
;Misses;Germany;126;849.19;3878.55;2.10;14.15;
46;Misses;Germany;126;394.60;1775.37;6.00;187.65;
;Misses;Germany;126;851.67;5187.30;2.80;189.13;
;Misses;Germany;126;1819.40;6156.36;2.63;225.40;
;Misses;Germany;126;856.11;4736.63;2.14;144.17;
36;Misses;Austria;126;5921.53;2466.66;3.76;174.16;
33;Misses;Austria;126;5452.30;344.61;3.73;132.98;
;Misses;Germany;126;7258.56;3371.94;2.48;142.32;
37;Misses;Germany;126;8717.58;6596.44;5.25;363.23;
;Misses;Germany;126;8738.59;4436.90;1.97;136.54;
;Misses;Germany;125;632.82;322.94;2.55;129.00;
54;Misses;Germany;125;4742.75;344.22;2.83;79.46;
25;Misses;Germany;125;1121.65;5564.47;5.68;5.98;
;Misses;Germany;125;719.39;3672.84;2.66;149.35;
;Misses;Germany;125;6642.58;2853.65;2.66;141.33;
;Misses;Germany;125;7228.11;2446.61;2.36;136.38;
;Misses;Germany;125;7712.15;5583.22;4.63;285.64;
;Misses;Germany;125;7935.37;3691.19;1.84;116.70;
63;Misses;;125;6419.25;235.20;1.67;85.59;
;Misses;Germany;125;7831.90;3935.91;2.31;145.22;
;Misses;Germany;125;7266.89;231.16;2.16;117.28;
42;Misses;Austria;125;5884.29;2544.60;3.68;173.67;
49;Misses;Germany;125;6392.49;3958.88;4.88;245.87;
;Misses;Germany;125;11426.36;4233.92;2.27;27.75;
37;Misses;Germany;125;8663.25;2358.76;13.89;962.58;
;Misses;Germany;125;9434.74;414.20;1.98;149.76;
;Misses;Germany;125;1479.54;5419.91;2.19;183.85;
;Mister;Germany;125;8868.53;5517.37;3.29;233.38;
;Misses;Germany;125;7129.73;3716.37;2.49;116.89;
34;Misses;Austria;125;5731.93;164.51;2.85;13.27;
;Misses;Germany;124;72.10;3484.76;1.94;19.48;
;Misses;Germany;124;9523.12;4774.93;2.00;153.60;
;Misses;Germany;124;1658.51;5716.11;1.94;166.54;
;Misses;Germany;124;1537.55;5993.85;2.18;184.87;
;Misses;Germany;124;6732.65;2668.86;2.14;116.82;
;Misses;Germany;124;7542.29;218.51;3.44;29.59;
;Misses;Germany;124;6313.41;2923.94;2.30;116.92;
;Misses;Germany;124;11474.20;7765.34;2.12;194.47;
35;Mister;;124;7266.56;264.38;1.72;1.92;
;Misses;Germany;124;818.54;546.40;2.30;15.16;
;Misses;Germany;124;764.24;4539.14;3.65;224.71;
;Misses;Germany;124;7991.70;4113.78;2.21;142.70;
;Misses;Germany;124;8251.20;4518.20;2.34;155.68;
47;Misses;Austria;124;8889.25;4446.18;2.88;26.73;
53;Misses;;124;11475.14;7319.90;2.33;188.12;
57;Misses;Austria;124;6254.83;1779.52;2.88;145.46;
;Misses;Germany;124;5587.30;2616.47;2.64;118.88;
46;Misses;;124;1629.34;4973.24;2.30;196.84;
;Misses;Germany;124;8199.66;4731.88;2.95;195.23;
;Misses;Germany;124;837.97;475.85;2.70;181.98;
29;Misses;Austria;124;1132.20;618.63;2.21;18.93;
35;Misses;Austria;124;5451.10;2212.36;3.18;139.77;
38;Mister;Austria;124;6571.52;1876.43;2.70;142.86;
;Misses;Germany;124;8127.48;2556.14;1.80;117.79;
;Misses;Germany;124;9625.52;5532.24;2.64;24.80;
;Misses;Germany;123;8646.43;4124.48;2.16;151.69;
;Misses;Germany;123;193.58;4189.61;2.33;25.73;
43;Misses;Austria;123;523.55;1657.17;3.51;143.53;
;Misses;Germany;123;769.97;293.82;2.50;117.83;
57;Misses;Germany;123;813.25;515.15;2.62;172.98;
;Misses;Germany;123;794.16;4376.83;1.92;123.53;
;Misses;Germany;123;8813.26;3679.90;2.67;191.59;
;Misses;Germany;123;6173.70;3467.34;2.46;123.46;
;Misses;Germany;123;7137.99;4199.32;2.50;118.97;
;Misses;Germany;123;654.82;2732.31;3.15;166.79;
62;Misses;Germany;123;6222.67;433.48;9.46;478.67;
;Misses;Austria;123;6215.88;266.18;2.56;129.50;
;Misses;Germany;123;13118.77;892.88;2.46;262.38;
;Misses;Germany;123;7225.93;3974.34;2.33;136.34;
;Misses;Germany;123;1851.41;589.29;1.78;157.27;
24;Mister;Germany;123;5177.62;697.55;6.47;272.56;
49;Misses;Germany;123;5898.47;473.59;4.92;235.94;
47;Misses;Austria;123;898.91;4718.72;2.37;172.80;
;Misses;Germany;123;11291.41;7981.45;2.20;21.63;
;Misses;Germany;123;812.27;4498.80;2.37;154.82;
;Misses;Germany;123;6936.83;3164.36;2.24;126.12;
44;Misses;Austria;123;6338.32;3363.20;3.42;176.64;
21;Misses;;123;6115.77;1893.38;1.40;69.50;
;Misses;Germany;123;734.36;5173.57;2.46;146.87;
47;Misses;Germany;123;7146.96;57.75;4.24;246.45;
;Misses;Germany;123;9627.31;5519.90;2.50;16.46;
42;Mister;Austria;123;5941.23;374.00;3.73;18.37;
47;Misses;;122;9526.41;4772.30;2.22;173.27;
;Misses;Germany;122;858.84;4372.95;1.77;123.32;
;Mister;Germany;122;7823.17;677.92;1.38;87.98;
;Misses;Germany;122;827.59;467.11;3.30;221.83;
;Misses;Germany;122;966.22;381.54;2.54;188.88;
;Misses;Germany;122;987.57;661.63;2.26;168.29;
56;Misses;Austria;122;737.39;4882.79;3.81;23.32;
39;Misses;Austria;122;4486.30;2262.22;3.70;135.94;
57;Misses;Austria;122;8142.97;3795.28;3.81;254.47;
31;Misses;Austria;122;6.72;3164.00;4.67;2.24;
;Misses;Germany;122;8887.53;598.52;2.65;193.27;
31;Mister;;122;8197.20;5713.91;3.50;24.93;
;Misses;Germany;122;7235.80;328.80;1.96;113.48;
;Misses;Germany;122;8427.35;446.93;2.44;168.55;
;Misses;Germany;122;1894.70;5992.28;2.71;242.94;
39;Misses;Germany;122;413.38;2556.27;9.38;38.72;
31;Mister;Poland;122;32397.67;;7.18;195.75;
47;Misses;Germany;122;4379.38;3327.75;8.13;291.96;
;Misses;Germany;122;696.37;2375.64;2.18;123.33;
;Misses;Germany;122;11155.49;6179.44;2.39;218.74;
;Misses;Germany;122;7624.94;635.66;2.65;165.76;
48;Misses;Germany;122;8527.58;4129.19;1.74;121.82;
23;Misses;Austria;121;6163.63;1646.18;2.25;114.14;
38;Mister;Poland;121;3768.25;686.25;3.25;942.51;
39;Misses;Austria;121;5221.78;1561.80;4.33;174.59;
;Misses;Germany;121;71.68;3592.18;2.20;127.47;
;Misses;Germany;121;512.44;2777.69;2.95;124.89;
31;Misses;Austria;121;6917.90;4425.90;2.25;128.19;
;Misses;Germany;121;6742.82;286.63;2.12;118.30;
;Misses;Germany;121;8982.76;2239.72;2.25;166.35;
;Misses;Germany;121;1173.86;542.78;2.17;181.68;
49;Misses;Germany;121;6896.15;3187.78;5.76;328.39;
;Misses;Poland;121;598.27;284.47;2.25;19.48;
34;Mister;Austria;121;463.00;1671.69;3.67;14.33;
65;Misses;Austria;121;5644.52;2256.18;3.27;152.55;
47;Misses;Germany;121;1543.57;3663.70;3.13;27.35;
32;Mister;;121;9.87;392.10;2.47;183.69;
3;Misses;Austria;121;6313.35;2633.00;3.36;175.38;
53;Misses;Austria;121;634.87;2347.47;2.28;118.96;
56;Misses;Austria;121;7369.32;297.30;2.57;156.79;
;Misses;Germany;121;726.89;3655.40;2.47;148.18;
;Misses;Germany;12;8795.20;456.88;2.22;162.88;
;Misses;Germany;12;9325.39;654.26;1.97;152.88;
29;Misses;Austria;12;7517.10;412.64;2.38;144.56;
35;Mister;Austria;12;4632.75;168.82;1.00;386.63;
46;Misses;Austria;12;5354.60;328.74;4.14;184.64;
;Misses;Germany;12;6234.17;1932.21;2.69;135.53;
;Misses;Germany;12;6311.35;3774.98;2.69;137.23;
;Misses;Germany;12;9789.87;3717.58;1.74;141.88;
;Misses;Germany;12;868.36;3168.21;2.22;149.41;
;Misses;Germany;12;67.75;1739.99;2.45;123.89;
;Misses;Germany;12;8237.70;2297.87;1.79;122.94;
;Misses;Germany;12;727.75;41.81;2.35;142.56;
;Misses;Germany;12;737.80;421.73;2.73;159.93;
42;Misses;Germany;12;9532.80;7413.26;1.67;132.39;
26;Misses;Austria;12;646.70;247.61;3.16;168.59;
;Misses;Germany;12;7646.97;3932.94;1.97;125.36;
;Misses;Germany;12;6912.33;2812.72;3.16;181.93;
;Mister;Germany;119;883.39;586.52;4.76;352.14;
;Misses;Germany;119;7153.79;421.81;1.98;119.23;
;Misses;Germany;119;8988.92;364.15;2.17;152.35;
;Misses;Germany;119;7434.23;2998.87;1.65;13.25;
;Misses;Germany;119;7869.76;458.70;2.92;191.95;
51;Misses;Germany;119;7983.59;4933.52;4.47;295.69;
;Misses;Germany;119;8113.15;4479.20;2.16;147.51;
31;Misses;Austria;119;7222.62;532.99;3.36;2.63;
;Misses;Germany;119;8581.95;4196.32;1.96;14.69;
;Misses;Germany;119;9168.94;3699.86;2.16;166.78;
;Misses;Germany;119;1512.57;5248.47;2.13;187.72;
45;Misses;Austria;119;7334.59;33.97;2.98;183.36;
;Misses;Germany;119;7261.78;397.27;1.96;119.46;
;Misses;Germany;119;7935.70;25.71;3.36;22.44;
;Misses;Germany;119;7282.44;3928.69;2.59;158.31;
;Misses;Germany;119;7451.56;2843.50;2.48;155.25;
;Misses;Germany;119;833.26;3479.44;1.92;133.92;
;Misses;Germany;119;6898.36;2615.87;2.52;118.94;
;Misses;Germany;119;5226.28;2342.80;3.84;168.59;
;Misses;Germany;119;8583.47;471.29;2.43;175.17;
;Misses;Germany;119;7522.50;3928.35;2.88;131.97;
;Misses;Germany;119;8226.51;393.71;1.98;137.19;
;Misses;Germany;119;6829.36;3524.42;3.97;227.65;
;Misses;Germany;119;6451.50;3168.47;2.64;143.37;
;Misses;Germany;119;927.82;5769.47;2.16;168.56;
;Misses;Germany;119;745.50;2817.18;2.29;143.28;
;Misses;Germany;119;9286.94;4175.43;1.84;142.88;
;Misses;Germany;118;1879.63;7295.59;2.00;184.46;
;Misses;Germany;118;7229.48;3268.57;2.90;172.13;
;Misses;Germany;118;6898.85;32.17;2.31;135.27;
;Misses;Germany;118;7582.48;3551.93;2.00;128.52;
21;Misses;Poland;118;1816.29;1145.47;2.31;35.61;
36;Misses;Austria;118;8348.97;4765.99;3.93;278.30;
52;Misses;Germany;118;7293.49;4963.42;3.26;187.13;
;Misses;Germany;118;593.00;2349.39;2.27;114.38;
;Misses;Germany;118;9914.90;4195.20;1.82;152.52;
47;Mister;;118;736.38;2652.76;4.21;262.88;
;Misses;Germany;118;7557.70;4161.27;2.57;164.28;
59;Misses;;118;989.25;4356.33;1.97;151.49;
31;Misses;Austria;118;739.17;468.39;3.19;19.25;
42;Mister;Poland;118;1314.13;6977.66;16.86;1473.45;
;Misses;Germany;118;6547.12;3312.83;2.31;128.37;
39;Misses;Austria;118;5427.25;25.70;3.19;146.68;
5;Misses;Germany;118;581.82;388.10;5.62;241.99;
;Misses;Austria;118;677.31;2282.95;2.23;114.67;
;Misses;Germany;117;8655.80;442.54;2.17;16.28;
37;Misses;Austria;117;5798.23;3324.25;1.64;527.11;
;Misses;Germany;117;11298.34;527.10;2.29;221.54;
;Misses;Germany;117;694.78;244.48;2.73;16.58;
;Misses;Germany;117;8317.98;42.43;2.25;159.96;
;Misses;Germany;117;9183.65;388.89;2.85;223.99;
;Misses;Germany;117;792.80;4556.19;2.66;179.59;
;Misses;Germany;117;9818.86;7531.60;2.39;2.38;
;Misses;Germany;117;6557.38;2288.95;2.73;152.50;
;Misses;Germany;117;8857.58;3683.21;2.17;164.29;
;Misses;Germany;117;5943.00;2564.23;2.85;144.95;
;Misses;Germany;117;727.58;3231.50;1.80;111.86;
;Mister;Germany;117;6467.32;228.19;3.77;28.62;
27;Misses;Austria;117;638.59;366.57;3.25;177.24;
;Misses;Germany;117;9356.22;479.51;2.28;176.53;
;Misses;Germany;117;775.60;339.15;2.29;151.97;
45;Misses;;117;9481.26;486.19;2.25;182.33;
28;Misses;;117;1412.45;6652.47;2.25;2.24;
;Misses;Germany;117;6968.11;3813.88;4.18;248.86;
46;Misses;Austria;117;7833.14;456.35;2.29;153.60;
;Misses;Germany;117;5669.40;2932.86;2.79;134.99;
25;Mister;Germany;117;9836.24;71.99;1.89;158.65;
;Misses;Germany;117;8556.44;5336.32;2.49;182.52;
;Misses;Germany;117;7786.94;491.57;3.44;229.28;
31;Mister;;117;142.32;2493.41;2.49;213.67;
33;Misses;Germany;116;5833.80;395.76;7.25;364.57;
22;Misses;;116;827.77;317.52;1.63;113.67;
37;Misses;Germany;116;5272.43;3252.71;3.22;146.46;
;Misses;Germany;116;11456.21;591.10;1.63;161.36;
45;Misses;Germany;116;6918.32;3618.30;4.46;266.89;
;Misses;Germany;116;5897.49;2643.55;2.76;14.42;
;Misses;Germany;116;6192.29;298.13;2.90;154.87;
35;Mister;Germany;116;992.84;7999.14;9.67;826.74;
;Misses;Poland;116;12744.18;4648.81;6.44;78.97;
;Misses;Germany;116;6758.82;4126.42;2.76;16.92;
;Misses;Germany;116;6323.97;3598.95;2.58;14.53;
43;Misses;Germany;116;5717.53;496.84;6.15;3.92;
45;Misses;Poland;116;5256.26;3143.58;1.15;5.60;
39;Misses;;116;899.81;395.35;2.24;155.77;
;Misses;Germany;116;6694.84;141.36;2.64;152.16;
;Misses;Germany;116;9314.70;4953.48;1.76;136.99;
57;Misses;Germany;116;5994.22;4933.37;3.31;171.26;
57;Misses;Austria;116;5765.72;159.87;2.70;134.87;
24;Misses;;116;7781.34;3989.60;1.88;125.55;
;Misses;Germany;116;768.40;2482.31;1.81;12.63;
;Misses;Germany;115;7424.42;3122.73;1.83;117.85;
;Misses;Germany;115;9929.50;4758.24;2.18;174.22;
;Misses;Germany;115;7544.81;2774.60;1.95;127.88;
49;Misses;Germany;115;8383.85;5527.72;8.85;644.91;
48;Misses;Austria;115;797.66;215.42;2.74;168.99;
;Misses;Germany;115;98.30;45.20;2.85;219.78;
;Misses;Germany;115;6531.34;3266.94;2.21;125.63;
52;Misses;Austria;115;578.73;197.47;3.29;165.16;
32;Misses;Austria;115;6613.68;283.95;3.26;174.44;
3;Misses;Austria;115;5697.65;3611.70;3.18;154.00;
47;Misses;Austria;115;823.64;361.40;2.30;164.61;
;Misses;Germany;115;9827.80;4818.53;1.98;169.43;
;Misses;Germany;115;6598.33;2829.61;2.13;122.19;
32;Misses;Austria;115;6431.85;3665.98;2.50;139.82;
52;Misses;Germany;115;6299.60;3612.40;8.85;484.58;
;Misses;Germany;115;7573.87;4385.81;2.30;151.48;
;Misses;Germany;115;6295.83;3699.22;2.88;157.40;
;Misses;Germany;115;953.96;3673.14;2.35;184.77;
;Misses;Germany;115;8429.43;3556.31;2.35;172.29;
;Misses;Germany;115;8173.92;572.18;6.53;43.26;
;Misses;Germany;115;7588.99;3611.37;3.00;137.98;
;Misses;Poland;115;4742.31;2156.66;3.26;124.80;
38;Misses;Germany;115;5622.72;3985.86;3.97;193.89;
;Misses;Germany;115;782.54;3699.89;1.98;134.53;
29;Misses;Austria;115;7787.56;3678.94;2.56;173.57;
33;Misses;Austria;115;587.90;2866.42;2.67;136.51;
41;Misses;Germany;115;2321.30;124.58;9.58;193.44;
49;Misses;Austria;114;7461.24;3849.98;3.56;233.16;
36;Misses;Germany;114;9326.86;7126.11;3.00;245.44;
;Misses;Germany;114;565.78;345.68;3.17;156.97;
;Misses;Germany;114;551.73;255.44;2.24;17.88;
;Misses;Germany;114;87.14;433.58;2.19;153.98;
;Misses;Germany;114;9461.67;4743.56;1.97;163.13;
;Misses;Germany;114;875.31;3159.64;2.16;152.36;
38;Mister;;114;7691.59;1746.58;1.78;12.18;
;Misses;Germany;114;5947.91;396.89;2.92;152.52;
38;Misses;Germany;114;2339.69;196.67;4.75;97.49;
;Misses;Germany;114;7131.34;458.74;2.60;162.76;
;Misses;Germany;114;9274.21;5741.24;1.78;145.00;
44;Misses;Austria;114;963.43;513.41;1.84;146.18;
42;Misses;Austria;114;4828.82;2432.83;3.45;146.33;
47;Misses;Germany;114;75.86;557.41;8.14;53.63;
57;Misses;Germany;114;5724.52;2158.20;3.26;163.56;
51;Misses;Germany;114;1665.46;3924.83;3.26;34.73;
42;Misses;Germany;114;4649.57;3443.98;3.56;145.30;
;Misses;Germany;114;8498.82;4366.31;2.33;173.45;
;Misses;Germany;114;7559.56;1899.63;2.28;151.19;
47;Mister;;114;6277.82;147.26;2.36;112.14;
;Misses;Germany;114;7788.34;3456.11;2.73;141.66;
;Misses;Poland;114;8873.78;3855.82;1.49;115.24;
;Misses;Germany;114;637.50;3573.75;2.71;15.17;
55;Misses;Germany;113;7776.16;5343.96;3.32;228.72;
5;Misses;Germany;113;3716.53;28.58;2.90;95.30;
42;Misses;Germany;113;922.35;6989.17;3.77;37.35;
28;Misses;Germany;113;5957.78;4469.62;5.39;283.74;
54;Misses;Germany;113;5335.97;3455.37;5.39;254.94;
3;Misses;Germany;113;412.36;2315.21;7.53;273.50;
;Misses;Germany;113;5938.83;2852.83;2.57;134.97;
33;Mister;Germany;113;828.66;4823.81;8.71;586.33;
51;Misses;Germany;113;5723.60;2335.11;3.42;173.44;
