age,title,country,order_q,order_v,return_v,avg_order_q,avg_order_v
,female,germany,145,1844.84,5728.39,3.22,25
,female,germany,145,11714.27,735.53,2.5,21.97
,female,germany,145,9352.7,63.48,2.74,176.45
,female,germany,144,9528.28,5143.92,2.37,156.21
51,female,,144,11184.29,5242.79,2.25,174.75
41,female,germany,144,3742.72,276.17,6,155.95
,female,germany,144,1329.47,68.48,1.89,174.87
69,female,germany,144,8213.56,6542.94,5.76,328.54
,female,germany,144,9182.1,3662.21,2.18,139.12
,female,germany,144,8737.15,4777.32,2.45,148.87
,female,germany,144,1767.6,529.89,2.82,211.12
,male,,144,14662.55,579.42,1.55,157.66
,female,germany,144,11675.1,6665.34,2.25,182.42
,female,germany,144,11172.53,3969.55,1.89,147.7
,female,germany,144,8.76,2949.86,2,111.12
37,female,austria,143,8513.67,464.77,2.7,16.64
,female,germany,143,1584.39,3725.6,2.2,162.84
,female,germany,143,8856.6,2173.22,1.99,123.83
,female,germany,143,1853.27,4931.29,1.97,144.71
44,male,germany,143,1274.8,8432.36,2.92,29.68
,female,germany,143,1998.85,6426.34,2.59,192.96
,female,germany,143,932.34,6351.13,2.6,169.13
22,female,austria,143,723.37,3955.38,2.55,129.11
,female,germany,143,721.12,3877.53,2.36,116.29
,female,germany,143,7638.7,3674.24,2.23,119.34
,female,germany,143,1623.16,5254.35,2.23,165.99
59,female,germany,143,6689.29,4353.31,2.75,128.64
,female,germany,143,6895.1,2713.76,2.47,118.88
56,female,germany,143,2429.82,1263.78,4.86,69.42
,female,germany,142,1933.37,6769.86,2.74,21.26
,female,germany,142,967.7,5736.77,3.32,223.43
,female,germany,142,1363,7627.65,1.89,181.73
56,female,germany,142,8516.55,3998.78,3.32,198.59
,female,germany,142,9762.98,5138.39,1.97,135.6
61,female,germany,142,4193.68,1329.93,15.78,465.96
35,female,,142,13283.12,8328.26,2.45,229.19
,female,germany,142,7676.71,3399.72,2.15,116.31
33,female,austria,142,6827.9,347.1,2.78,133.88
,female,germany,142,8562.54,4599.13,3.23,194.63
,female,germany,142,11339.79,7218.75,2.88,166.76
56,female,austria,142,8843.41,3289.39,1.84,114.85
,female,germany,142,842.25,3778.25,2.33,137.74
,female,germany,142,834.88,3524.59,3.32,193.14
,female,germany,141,14366.57,7965.84,1.75,177.37
,female,germany,141,9447.32,4131.38,2.14,143.14
31,female,austria,141,82.3,4727.52,3.13,178.23
,female,germany,141,9482.14,434.98,2.76,185.92
,female,germany,141,9957.58,722.65,3.44,242.87
32,male,germany,141,244.96,188.97,47,81.65
,female,germany,141,12579.87,723.55,2.76,246.66
,female,germany,141,6542.29,3788.75,3.53,163.56
,female,germany,141,8873.12,4645.85,4.29,253.52
,female,germany,141,9389.78,3954.47,2.14,134.14
,female,germany,14,1712.7,5535.4,2.46,187.93
,female,germany,14,12772.53,7375.16,2,182.46
,female,germany,14,13763.65,9776.22,6.36,625.62
,female,germany,14,8522.11,4726.92,2.86,173.93
,female,germany,14,1112.34,6253.72,2.5,18.58
,female,germany,14,12194.64,6253.6,2.41,21.25
,female,germany,14,8285.88,2975.65,2.41,142.86
,female,germany,14,1614.8,4981.45,1.84,139.66
,female,germany,14,7349.78,3574.11,2.8,147
,female,germany,14,8697.11,3437.63,2.3,142.58
,female,germany,14,8413.32,3932.83,2.15,129.44
,female,germany,14,8775.95,465.88,2.5,156.71
38,female,austria,14,4594.1,2145.43,4.38,143.56
47,female,germany,139,7442.8,2848.88,4.88,218.88
58,female,germany,139,8676.35,679.36,3.39,211.62
,female,germany,139,11325.25,488.22,2.9,235.94
,female,poland,139,6225.35,16.96,1.96,87.69
32,female,austria,139,9254.6,467.9,2.36,156.85
,female,poland,139,684.52,1983.76,1.99,86.92
36,female,austria,139,8747.77,4724.84,2.26,138.85
,female,germany,139,1342.33,8339.14,1.94,183.59
,female,germany,139,6378.54,2867.82,2.4,19.97
,female,germany,139,8931.15,4446.13,2.36,151.38
,female,germany,139,7558.5,334.32,2.67,145.36
,female,germany,139,9394.76,5169.69,1.85,125.26
,female,germany,139,11125.8,6773.88,2.62,29.93
42,female,austria,139,7737.17,4424.53,4.21,234.46
,female,germany,139,1283.97,7576.95,2.24,165.87
,female,germany,139,1693.85,6696.86,2.14,164.53
,female,germany,138,1968.84,6161.99,1.97,156.7
,female,germany,138,8123.58,545.75,2.12,124.98
67,female,,138,7264.87,3797.27,1.68,88.6
,female,germany,138,9763.7,4915.36,2.26,16.67
,female,germany,138,5597.7,876.73,2.64,15.66
,female,germany,138,128.19,5638.44,3,181.94
,female,germany,138,12323.52,5987.85,2.6,224.64
,female,germany,138,9351.47,571.89,2.6,17.27
,female,germany,138,9546.57,681.26,2.56,176.79
,female,germany,138,9655.36,546,2.26,158.28
,female,germany,138,8775.82,4177.1,2.42,153.96
47,female,austria,138,7727.77,349.78,2.38,133.24
,female,germany,138,8759.3,6173.8,4.59,257.63
,female,germany,138,11115.42,744.7,1.89,152.27
46,female,austria,138,843.54,3418.77,2.38,144.89
,female,germany,138,11355.54,5456.25,2.46,22.78
,female,germany,138,7734.76,4442.11,2.94,164.57
29,female,austria,138,893.17,4868.67,2.19,141.32
,female,germany,138,9888.96,2995.62,3,214.98
,female,germany,137,1259.88,8896.6,2.36,215.69
,female,germany,137,1446.43,6687.3,2.5,189.94
43,female,germany,137,7987.69,412.9,2.91,169.96
,female,germany,137,8668.92,3961.66,2.32,146.94
,female,germany,137,9742.26,3641.51,1.93,135.39
,female,germany,137,1569.37,59.54,2.74,211.39
34,female,austria,137,55.18,155.42,3.73,136.49
,female,germany,137,96.73,322.99,2.8,183.82
,female,germany,137,6946.43,4599.4,2.63,133.59
,female,germany,137,7422,345.59,3.51,19.38
,female,germany,137,7565.52,2743.73,2.15,111.26
,female,germany,137,8427.83,3928.46,2.76,127.69
66,female,,137,171.23,6392.16,2.76,152.59
,female,germany,137,1391.1,438.4,2.45,185.55
,female,germany,137,8547.4,4953.71,2.36,147.36
,female,germany,137,1121.61,577.34,2.54,187.44
33,female,germany,136,2478.78,1458.72,8.5,154.92
42,female,austria,136,7597.39,4535.68,3.24,18.89
,female,germany,136,1931.72,5752.92,2.16,173.52
51,female,germany,136,4745.86,2592.23,3.58,124.89
55,female,austria,136,9491.55,4312.34,2.27,158.19
31,male,austria,136,5881.96,3287.7,2.96,127.87
43,female,germany,136,5352.72,47.94,7.56,297.37
33,female,austria,136,6525.92,312.62,2.67,127.96
42,female,austria,136,7126.6,4438.58,3.4,178.15
,female,germany,136,1129.14,5336.1,1.77,146.63
,female,germany,136,898.88,4997.4,2.43,16.37
35,female,austria,136,6786.55,2766.1,2.67,133.7
43,female,austria,135,7967.97,2718.9,3,177.66
42,female,germany,135,8635.65,7652.9,3.98,253.99
,female,germany,135,9827.87,456.28,3.46,252
,female,germany,135,9793.4,4818.11,1.99,144.15
,female,germany,135,9418.58,4853.12,2.18,151.91
,female,germany,135,9621.36,398.33,2.45,174.93
,female,germany,135,9268.39,3927.9,2.5,171.64
,female,germany,135,73.6,365.27,2.93,152.84
,female,germany,135,6967.14,339.42,2.42,124.41
,female,germany,135,8665.9,3754.22,1.99,127.43
,female,germany,135,6858,3722.56,2.87,145.91
38,female,germany,135,7357.64,4925.78,7.94,432.82
,female,germany,134,1976.56,4552.32,2.23,182.94
41,female,austria,134,6884.17,4332.78,4.79,245.86
,female,germany,134,8654.78,4228.35,2.62,133.15
,female,germany,134,7674.53,4257.32,2.68,153.5
29,male,,134,11211.84,654.45,2.98,249.15
,female,germany,134,892.4,7149.85,3.83,254.34
42,female,austria,134,8642.2,3915.98,3.35,216.55
38,female,austria,134,5986.61,3657.18,4.47,199.55
,female,germany,134,12156.44,6278.82,1.94,176.18
,female,germany,134,861.32,4425.32,2.62,124.24
,female,germany,134,1143.4,4736.2,2.53,28.36
28,female,germany,134,1757.25,2665.59,2.68,215.15
37,female,austria,134,585.45,2696.59,3.19,139.3
,female,germany,134,6462.91,3563.89,2.27,19.55
37,female,austria,134,7853.4,3563.25,2.31,135.43
,female,germany,134,11933.35,4415.66,2.16,192.47
,female,germany,134,9629.42,5492.74,2.91,29.34
,female,germany,134,7544.2,4391.33,2.2,123.67
,female,germany,134,8316.12,2533.38,2.23,138.62
,female,germany,134,611.27,2743.81,2.79,127.3
41,female,germany,134,9164.86,3752.61,13.4,916.49
,female,germany,134,633.61,2193.23,2.63,118.37
,female,germany,134,6499.85,2925.46,2.63,127.45
39,female,austria,134,826.61,559.8,3.12,192.17
29,female,germany,134,388.63,323.79,9.57,277.19
36,female,austria,134,816.27,4446.44,3.45,184.23
,female,germany,134,7641.54,3897.6,2.91,166.12
38,female,austria,134,1467.93,6418.51,2.33,158.65
,female,germany,134,818.94,432.17,1.84,111.81
,female,germany,133,7957.62,461.33,1.75,12.28
,female,germany,133,144.14,4949.99,1.93,15.78
,female,germany,133,11148.28,6854.72,3.23,253.37
23,female,,133,9574.94,5441.12,1.8,129.39
34,male,germany,133,3754.99,274.43,5.78,163.26
31,female,austria,133,7475.19,314.3,2.59,141.41
,female,germany,133,972.34,4491.63,1.85,134.75
,female,germany,133,1138.26,6273.38,2.33,177.86
38,male,germany,133,5651.88,2733.83,26.6,113.38
55,female,austria,133,6959.86,3279.5,2.71,142.38
,female,germany,133,9261.23,5318.95,1.93,134.23
,female,germany,133,8461.7,178.8,2.83,18.23
55,female,germany,132,7812.88,5541.34,6.95,411.24
,female,germany,132,1428.66,717.76,2.32,182.96
,female,germany,132,775.12,3984.48,2.13,124.28
43,female,germany,132,8175.98,4842.77,3.47,215.16
58,female,germany,132,8539.37,4833.23,3,194.77
,female,poland,132,682.11,25.47,1.65,85.25
,female,germany,132,945.87,5959.5,2.44,175.16
,female,germany,132,157.36,542.45,1.94,147.92
36,female,austria,132,6464.3,33.83,3.38,165.75
,female,germany,132,6538.96,2172.52,1.89,93.41
,female,germany,132,8167.16,3763.21,2.63,127.61
39,male,germany,132,882.8,4954.71,1.52,92.9
,female,germany,132,9925.22,678,2.32,174.13
,female,germany,132,6284.48,2497.36,2.4,114.26
,female,germany,131,5416.98,33.8,3.74,154.78
42,female,,131,1179.1,542.3,2.15,166.87
57,female,,131,7899.23,2795.23,2.47,149.43
,female,germany,131,9888.67,4839.3,2.3,173.49
,female,germany,131,11472.15,5115.43,1.98,173.82
,female,germany,131,12547.46,7251.75,2.15,25.7
,female,germany,131,6276.28,2619.42,3.36,16.93
45,female,austria,131,8166.77,4999.82,3.36,29.44
,female,germany,131,8491.58,3195.7,1.87,121.38
,female,germany,131,9973.1,3863.86,2.34,178.92
,female,germany,13,153.25,5163.64,2.23,178.48
,female,germany,13,699.26,3629.44,3.94,29.37
43,female,germany,13,971.46,746.37,5,373.13
,female,germany,13,1298.5,5171.29,2.36,187.25
,female,germany,13,8437.5,5152.77,2.95,191.75
,female,germany,13,11412.69,5918.45,2.45,215.33
,female,germany,13,7785.1,3365.75,1.97,117.96
26,female,austria,13,7864.77,2612.66,3.23,182.92
,female,germany,13,7747.64,2395.91,2.31,121.57
,female,germany,13,7189.58,3233.47,2.31,112.34
,female,germany,13,4896.57,2964.18,4.33,163.22
22,female,,13,6714.38,1241.8,1.3,67.14
,female,germany,13,941.68,4167.93,2.78,195.87
33,female,austria,13,81.9,3465.18,2.36,147.29
,female,germany,13,7615.68,3298.24,2.55,149.33
32,female,austria,13,8536.76,4311.68,3.23,198.53
31,female,austria,13,9731.7,3816.42,2.55,19.85
39,female,austria,129,5146.2,2341.64,4.16,166.65
41,female,austria,129,934.7,4213.9,2.63,184.37
,female,germany,129,195.71,515.96,3.15,246.24
25,female,germany,129,9695.5,6968.43,5.69,421.52
,female,germany,129,1556.19,7567.33,2.43,284.8
,female,germany,129,9698.94,2849.62,2.15,161.65
,female,germany,129,7721.18,4994.3,2.19,13.87
35,female,austria,129,7418.27,449.59,3.58,26.64
62,female,germany,129,8482.56,5227.33,9.21,65.9
38,female,germany,129,4697.88,2731.51,4.96,18.69
,female,germany,129,17.71,3597.58,2.49,193.67
36,female,,129,959.79,4352.87,2.34,169.82
,female,germany,129,6811.24,3922.99,2.87,151.37
,female,germany,129,7744.23,493.1,2.63,158.46
52,female,germany,129,11165.94,857.11,3.58,31.17
42,female,germany,129,14818.44,182.22,3.23,37.46
,female,germany,129,7454.51,2745.38,2.58,149.92
,female,germany,128,8637.78,3938.1,2.33,157.55
,female,germany,128,1421.19,4184.55,1.83,148.87
,female,germany,128,1426.21,5196.52,2.25,182.92
39,female,austria,128,138.8,8885.11,4,46.53
41,female,austria,128,7183.53,3139.34,3.56,199.54
,female,germany,128,8923.35,475.46,3.28,228.84
,female,germany,128,11293.75,6393.33,2.27,194.72
49,female,austria,128,771.94,377.81,2.84,171.15
,female,germany,128,7435.3,2694.72,2.13,123.92
,female,germany,128,8234.75,363,2.29,147.49
59,female,austria,128,4232.4,172.28,2.61,86.38
,female,germany,128,916.66,387.7,2.17,154.35
,female,germany,128,856.72,3649.51,2,132.92
58,female,,128,8277.88,2534.17,1.39,89.98
,female,germany,128,8322.21,3564.56,2.46,16.43
57,female,germany,128,5832.3,3115.65,7.11,324.17
34,female,austria,128,542,1347.93,4.13,174.26
,female,germany,128,769.5,452.64,2.17,128.97
,female,germany,127,842.95,2514.66,2.15,142.73
39,female,netherlands,127,5354.73,219.84,2.27,95.62
44,female,austria,127,999.19,342.61,3.98,221.93
35,female,austria,127,6436.55,3345.54,3.98,156.99
,female,germany,127,6167.38,2618.76,2.95,143.43
,female,germany,127,836.24,3771.23,1.95,127.79
,female,germany,127,9484.95,5427.57,2.44,182.43
,female,germany,127,846.78,3761.48,1.95,13.17
,female,germany,127,5867.51,2937.56,2.54,117.35
,female,germany,127,927.4,5238.54,1.85,134.35
54,female,germany,127,12657.72,5697.98,1.58,154.81
,female,germany,127,4547.13,274.26,7.48,267.48
34,female,germany,127,18459.77,786.69,14.11,251.86
52,female,austria,127,791.85,424.19,2.89,179.59
,female,germany,127,6484.59,1962.7,1.72,87.63
35,female,austria,127,9649.86,4917.13,3.43,26.87
,female,germany,127,6916.45,3392.4,2.54,138.33
47,female,germany,127,947.94,43.95,2.59,192
,female,germany,127,5963.94,1712.47,2.4,112.53
34,female,,126,1142.4,4312.58,1.94,175.69
38,female,germany,126,4739.59,3186.25,7.88,296.22
,female,germany,126,6455.49,3762.1,3.32,169.88
,female,germany,126,9426.68,4174.99,2.66,154.54
,female,germany,126,933.74,3759.7,2.66,148.95
23,female,germany,126,3979.14,2836.5,1.5,331.6
,female,germany,126,1561.9,4158.58,1.8,15.87
,female,germany,126,862.4,3612.56,2.3,156.73
,female,germany,126,6264.33,1557.61,2.38,118.19
,female,germany,126,6312.82,3178.33,1.94,97.12
,female,germany,126,146.22,329.27,1.83,145.6
,female,germany,126,6798.74,3321.55,2.93,158.11
,female,germany,126,7594.75,4732.3,3.5,21.97
,female,germany,126,849.19,3878.55,2.1,14.15
46,female,germany,126,394.6,1775.37,6,187.65
,female,germany,126,851.67,5187.3,2.8,189.13
,female,germany,126,1819.4,6156.36,2.63,225.4
,female,germany,126,856.11,4736.63,2.14,144.17
36,female,austria,126,5921.53,2466.66,3.76,174.16
33,female,austria,126,5452.3,344.61,3.73,132.98
,female,germany,126,7258.56,3371.94,2.48,142.32
37,female,germany,126,8717.58,6596.44,5.25,363.23
,female,germany,126,8738.59,4436.9,1.97,136.54
,female,germany,125,632.82,322.94,2.55,129
54,female,germany,125,4742.75,344.22,2.83,79.46
25,female,germany,125,1121.65,5564.47,5.68,5.98
,female,germany,125,719.39,3672.84,2.66,149.35
,female,germany,125,6642.58,2853.65,2.66,141.33
,female,germany,125,7228.11,2446.61,2.36,136.38
,female,germany,125,7712.15,5583.22,4.63,285.64
,female,germany,125,7935.37,3691.19,1.84,116.7
63,female,,125,6419.25,235.2,1.67,85.59
,female,germany,125,7831.9,3935.91,2.31,145.22
,female,germany,125,7266.89,231.16,2.16,117.28
42,female,austria,125,5884.29,2544.6,3.68,173.67
49,female,germany,125,6392.49,3958.88,4.88,245.87
,female,germany,125,11426.36,4233.92,2.27,27.75
37,female,germany,125,8663.25,2358.76,13.89,962.58
,female,germany,125,9434.74,414.2,1.98,149.76
,female,germany,125,1479.54,5419.91,2.19,183.85
,male,germany,125,8868.53,5517.37,3.29,233.38
,female,germany,125,7129.73,3716.37,2.49,116.89
34,female,austria,125,5731.93,164.51,2.85,13.27
,female,germany,124,72.1,3484.76,1.94,19.48
,female,germany,124,9523.12,4774.93,2,153.6
,female,germany,124,1658.51,5716.11,1.94,166.54
,female,germany,124,1537.55,5993.85,2.18,184.87
,female,germany,124,6732.65,2668.86,2.14,116.82
,female,germany,124,7542.29,218.51,3.44,29.59
,female,germany,124,6313.41,2923.94,2.3,116.92
,female,germany,124,11474.2,7765.34,2.12,194.47
35,male,,124,7266.56,264.38,1.72,1.92
,female,germany,124,818.54,546.4,2.3,15.16
,female,germany,124,764.24,4539.14,3.65,224.71
,female,germany,124,7991.7,4113.78,2.21,142.7
,female,germany,124,8251.2,4518.2,2.34,155.68
47,female,austria,124,8889.25,4446.18,2.88,26.73
53,female,,124,11475.14,7319.9,2.33,188.12
57,female,austria,124,6254.83,1779.52,2.88,145.46
,female,germany,124,5587.3,2616.47,2.64,118.88
46,female,,124,1629.34,4973.24,2.3,196.84
,female,germany,124,8199.66,4731.88,2.95,195.23
,female,germany,124,837.97,475.85,2.7,181.98
29,female,austria,124,1132.2,618.63,2.21,18.93
35,female,austria,124,5451.1,2212.36,3.18,139.77
38,male,austria,124,6571.52,1876.43,2.7,142.86
,female,germany,124,8127.48,2556.14,1.8,117.79
,female,germany,124,9625.52,5532.24,2.64,24.8
,female,germany,123,8646.43,4124.48,2.16,151.69
,female,germany,123,193.58,4189.61,2.33,25.73
43,female,austria,123,523.55,1657.17,3.51,143.53
,female,germany,123,769.97,293.82,2.5,117.83
57,female,germany,123,813.25,515.15,2.62,172.98
,female,germany,123,794.16,4376.83,1.92,123.53
,female,germany,123,8813.26,3679.9,2.67,191.59
,female,germany,123,6173.7,3467.34,2.46,123.46
,female,germany,123,7137.99,4199.32,2.5,118.97
,female,germany,123,654.82,2732.31,3.15,166.79
62,female,germany,123,6222.67,433.48,9.46,478.67
,female,austria,123,6215.88,266.18,2.56,129.5
,female,germany,123,13118.77,892.88,2.46,262.38
,female,germany,123,7225.93,3974.34,2.33,136.34
,female,germany,123,1851.41,589.29,1.78,157.27
24,male,germany,123,5177.62,697.55,6.47,272.56
49,female,germany,123,5898.47,473.59,4.92,235.94
47,female,austria,123,898.91,4718.72,2.37,172.8
,female,germany,123,11291.41,7981.45,2.2,21.63
,female,germany,123,812.27,4498.8,2.37,154.82
,female,germany,123,6936.83,3164.36,2.24,126.12
44,female,austria,123,6338.32,3363.2,3.42,176.64
21,female,,123,6115.77,1893.38,1.4,69.5
,female,germany,123,734.36,5173.57,2.46,146.87
47,female,germany,123,7146.96,57.75,4.24,246.45
,female,germany,123,9627.31,5519.9,2.5,16.46
42,male,austria,123,5941.23,374,3.73,18.37
47,female,,122,9526.41,4772.3,2.22,173.27
,female,germany,122,858.84,4372.95,1.77,123.32
,male,germany,122,7823.17,677.92,1.38,87.98
,female,germany,122,827.59,467.11,3.3,221.83
,female,germany,122,966.22,381.54,2.54,188.88
,female,germany,122,987.57,661.63,2.26,168.29
56,female,austria,122,737.39,4882.79,3.81,23.32
39,female,austria,122,4486.3,2262.22,3.7,135.94
57,female,austria,122,8142.97,3795.28,3.81,254.47
31,female,austria,122,6.72,3164,4.67,2.24
,female,germany,122,8887.53,598.52,2.65,193.27
31,male,,122,8197.2,5713.91,3.5,24.93
,female,germany,122,7235.8,328.8,1.96,113.48
,female,germany,122,8427.35,446.93,2.44,168.55
,female,germany,122,1894.7,5992.28,2.71,242.94
39,female,germany,122,413.38,2556.27,9.38,38.72
31,male,poland,122,32397.67,,7.18,195.75
47,female,germany,122,4379.38,3327.75,8.13,291.96
,female,germany,122,696.37,2375.64,2.18,123.33
,female,germany,122,11155.49,6179.44,2.39,218.74
,female,germany,122,7624.94,635.66,2.65,165.76
48,female,germany,122,8527.58,4129.19,1.74,121.82
23,female,austria,121,6163.63,1646.18,2.25,114.14
38,male,poland,121,3768.25,686.25,3.25,942.51
39,female,austria,121,5221.78,1561.8,4.33,174.59
,female,germany,121,71.68,3592.18,2.2,127.47
,female,germany,121,512.44,2777.69,2.95,124.89
31,female,austria,121,6917.9,4425.9,2.25,128.19
,female,germany,121,6742.82,286.63,2.12,118.3
,female,germany,121,8982.76,2239.72,2.25,166.35
,female,germany,121,1173.86,542.78,2.17,181.68
49,female,germany,121,6896.15,3187.78,5.76,328.39
,female,poland,121,598.27,284.47,2.25,19.48
34,male,austria,121,463,1671.69,3.67,14.33
65,female,austria,121,5644.52,2256.18,3.27,152.55
47,female,germany,121,1543.57,3663.7,3.13,27.35
32,male,,121,9.87,392.1,2.47,183.69
53,female,austria,121,634.87,2347.47,2.28,118.96
56,female,austria,121,7369.32,297.3,2.57,156.79
,female,germany,121,726.89,3655.4,2.47,148.18
,female,germany,12,8795.2,456.88,2.22,162.88
,female,germany,12,9325.39,654.26,1.97,152.88
29,female,austria,12,7517.1,412.64,2.38,144.56
35,male,austria,12,4632.75,168.82,1,386.63
46,female,austria,12,5354.6,328.74,4.14,184.64
,female,germany,12,6234.17,1932.21,2.69,135.53
,female,germany,12,6311.35,3774.98,2.69,137.23
,female,germany,12,9789.87,3717.58,1.74,141.88
,female,germany,12,868.36,3168.21,2.22,149.41
,female,germany,12,67.75,1739.99,2.45,123.89
,female,germany,12,8237.7,2297.87,1.79,122.94
,female,germany,12,727.75,41.81,2.35,142.56
,female,germany,12,737.8,421.73,2.73,159.93
42,female,germany,12,9532.8,7413.26,1.67,132.39
26,female,austria,12,646.7,247.61,3.16,168.59
,female,germany,12,7646.97,3932.94,1.97,125.36
,female,germany,12,6912.33,2812.72,3.16,181.93
,male,germany,119,883.39,586.52,4.76,352.14
,female,germany,119,7153.79,421.81,1.98,119.23
,female,germany,119,8988.92,364.15,2.17,152.35
,female,germany,119,7434.23,2998.87,1.65,13.25
,female,germany,119,7869.76,458.7,2.92,191.95
51,female,germany,119,7983.59,4933.52,4.47,295.69
,female,germany,119,8113.15,4479.2,2.16,147.51
31,female,austria,119,7222.62,532.99,3.36,2.63
,female,germany,119,8581.95,4196.32,1.96,14.69
,female,germany,119,9168.94,3699.86,2.16,166.78
,female,germany,119,1512.57,5248.47,2.13,187.72
45,female,austria,119,7334.59,33.97,2.98,183.36
,female,germany,119,7261.78,397.27,1.96,119.46
,female,germany,119,7935.7,25.71,3.36,22.44
,female,germany,119,7282.44,3928.69,2.59,158.31
,female,germany,119,7451.56,2843.5,2.48,155.25
,female,germany,119,833.26,3479.44,1.92,133.92
,female,germany,119,6898.36,2615.87,2.52,118.94
,female,germany,119,5226.28,2342.8,3.84,168.59
,female,germany,119,8583.47,471.29,2.43,175.17
,female,germany,119,7522.5,3928.35,2.88,131.97
,female,germany,119,8226.51,393.71,1.98,137.19
,female,germany,119,6829.36,3524.42,3.97,227.65
,female,germany,119,6451.5,3168.47,2.64,143.37
,female,germany,119,927.82,5769.47,2.16,168.56
,female,germany,119,745.5,2817.18,2.29,143.28
,female,germany,119,9286.94,4175.43,1.84,142.88
,female,germany,118,1879.63,7295.59,2,184.46
,female,germany,118,7229.48,3268.57,2.9,172.13
,female,germany,118,6898.85,32.17,2.31,135.27
,female,germany,118,7582.48,3551.93,2,128.52
21,female,poland,118,1816.29,1145.47,2.31,35.61
36,female,austria,118,8348.97,4765.99,3.93,278.3
52,female,germany,118,7293.49,4963.42,3.26,187.13
,female,germany,118,593,2349.39,2.27,114.38
,female,germany,118,9914.9,4195.2,1.82,152.52
47,male,,118,736.38,2652.76,4.21,262.88
,female,germany,118,7557.7,4161.27,2.57,164.28
59,female,,118,989.25,4356.33,1.97,151.49
31,female,austria,118,739.17,468.39,3.19,19.25
42,male,poland,118,1314.13,6977.66,16.86,1473.45
,female,germany,118,6547.12,3312.83,2.31,128.37
39,female,austria,118,5427.25,25.7,3.19,146.68
,female,austria,118,677.31,2282.95,2.23,114.67
,female,germany,117,8655.8,442.54,2.17,16.28
37,female,austria,117,5798.23,3324.25,1.64,527.11
,female,germany,117,11298.34,527.1,2.29,221.54
,female,germany,117,694.78,244.48,2.73,16.58
,female,germany,117,8317.98,42.43,2.25,159.96
,female,germany,117,9183.65,388.89,2.85,223.99
,female,germany,117,792.8,4556.19,2.66,179.59
,female,germany,117,9818.86,7531.6,2.39,2.38
,female,germany,117,6557.38,2288.95,2.73,152.5
,female,germany,117,8857.58,3683.21,2.17,164.29
,female,germany,117,5943,2564.23,2.85,144.95
,female,germany,117,727.58,3231.5,1.8,111.86
,male,germany,117,6467.32,228.19,3.77,28.62
27,female,austria,117,638.59,366.57,3.25,177.24
,female,germany,117,9356.22,479.51,2.28,176.53
,female,germany,117,775.6,339.15,2.29,151.97
45,female,,117,9481.26,486.19,2.25,182.33
28,female,,117,1412.45,6652.47,2.25,2.24
,female,germany,117,6968.11,3813.88,4.18,248.86
46,female,austria,117,7833.14,456.35,2.29,153.6
,female,germany,117,5669.4,2932.86,2.79,134.99
25,male,germany,117,9836.24,71.99,1.89,158.65
,female,germany,117,8556.44,5336.32,2.49,182.52
,female,germany,117,7786.94,491.57,3.44,229.28
31,male,,117,142.32,2493.41,2.49,213.67
33,female,germany,116,5833.8,395.76,7.25,364.57
22,female,,116,827.77,317.52,1.63,113.67
37,female,germany,116,5272.43,3252.71,3.22,146.46
,female,germany,116,11456.21,591.1,1.63,161.36
45,female,germany,116,6918.32,3618.3,4.46,266.89
,female,germany,116,5897.49,2643.55,2.76,14.42
,female,germany,116,6192.29,298.13,2.9,154.87
35,male,germany,116,992.84,7999.14,9.67,826.74
,female,poland,116,12744.18,4648.81,6.44,78.97
,female,germany,116,6758.82,4126.42,2.76,16.92
,female,germany,116,6323.97,3598.95,2.58,14.53
43,female,germany,116,5717.53,496.84,6.15,3.92
45,female,poland,116,5256.26,3143.58,1.15,5.6
39,female,,116,899.81,395.35,2.24,155.77
,female,germany,116,6694.84,141.36,2.64,152.16
,female,germany,116,9314.7,4953.48,1.76,136.99
57,female,germany,116,5994.22,4933.37,3.31,171.26
57,female,austria,116,5765.72,159.87,2.7,134.87
24,female,,116,7781.34,3989.6,1.88,125.55
,female,germany,116,768.4,2482.31,1.81,12.63
,female,germany,115,7424.42,3122.73,1.83,117.85
,female,germany,115,9929.5,4758.24,2.18,174.22
,female,germany,115,7544.81,2774.6,1.95,127.88
49,female,germany,115,8383.85,5527.72,8.85,644.91
48,female,austria,115,797.66,215.42,2.74,168.99
,female,germany,115,98.3,45.2,2.85,219.78
,female,germany,115,6531.34,3266.94,2.21,125.63
52,female,austria,115,578.73,197.47,3.29,165.16
32,female,austria,115,6613.68,283.95,3.26,174.44
47,female,austria,115,823.64,361.4,2.3,164.61
,female,germany,115,9827.8,4818.53,1.98,169.43
,female,germany,115,6598.33,2829.61,2.13,122.19
32,female,austria,115,6431.85,3665.98,2.5,139.82
52,female,germany,115,6299.6,3612.4,8.85,484.58
,female,germany,115,7573.87,4385.81,2.3,151.48
,female,germany,115,6295.83,3699.22,2.88,157.4
,female,germany,115,953.96,3673.14,2.35,184.77
,female,germany,115,8429.43,3556.31,2.35,172.29
,female,germany,115,8173.92,572.18,6.53,43.26
,female,germany,115,7588.99,3611.37,3,137.98
,female,poland,115,4742.31,2156.66,3.26,124.8
38,female,germany,115,5622.72,3985.86,3.97,193.89
,female,germany,115,782.54,3699.89,1.98,134.53
29,female,austria,115,7787.56,3678.94,2.56,173.57
33,female,austria,115,587.9,2866.42,2.67,136.51
41,female,germany,115,2321.3,124.58,9.58,193.44
49,female,austria,114,7461.24,3849.98,3.56,233.16
